user_input,Approved symbol,Approved name,Previous symbols,Alias symbols,matching_status
ADAP2,ADAP2,ArfGAP with dual PH domains 2,CENTA2,,matched
ADAR,ADAR,adenosine deaminase RNA specific,"IFI4, G1P1","ADAR1, DRADA",matched
ADARB1,ADARB1,adenosine deaminase RNA specific B1,,"ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d",matched
ADARB2,ADARB2,adenosine deaminase RNA specific B2 (inactive),,"RED2, hRED2, ADAR3",matched
ADAT1,ADAT1,adenosine deaminase tRNA specific 1,,,matched
ADAT2,ADAT2,adenosine deaminase tRNA specific 2,DEADC1,"dJ20N2.1, TAD2",matched
ADAT3,ADAT3,adenosine deaminase tRNA specific 3,,TAD3,matched
ADCK1,ADCK1,aarF domain containing kinase 1,,FLJ39600,matched
ADCK2,ADCK2,aarF domain containing kinase 2,,MGC20727,matched
ADCK5,ADCK5,aarF domain containing kinase 5,,FLJ35454,matched
ADCY1,ADCY1,adenylate cyclase 1,DFNB44,AC1,matched
ADCY2,ADCY2,adenylate cyclase 2,,"HBAC2, KIAA1060, AC2",matched
ADCY3,ADCY3,adenylate cyclase 3,,AC3,matched
ADCY4,ADCY4,adenylate cyclase 4,,AC4,matched
ADCY5,ADCY5,adenylate cyclase 5,,AC5,matched
ADCY6,ADCY6,adenylate cyclase 6,,AC6,matched
ADCY7,ADCY7,adenylate cyclase 7,,"KIAA0037, AC7",matched
ADCY8,ADCY8,adenylate cyclase 8,ADCY3,"HBAC1, AC8",matched
ADCY9,ADCY9,adenylate cyclase 9,,AC9,matched
ADCY10,ADCY10,adenylate cyclase 10,,"SAC, Sacy, SACI, HCA2, RP1-313L4.2",matched
ADCYAP1,ADCYAP1,adenylate cyclase activating polypeptide 1,,PACAP,matched
ADCYAP1R1,ADCYAP1R1,ADCYAP receptor type I,,"PAC1, PACAPR, PAC1R",matched
ADD1,ADD1,adducin 1,,,matched
ADD2,ADD2,adducin 2,,ADDB,matched
ADD3,ADD3,adducin 3,ADDL,,matched
ADGB,ADGB,androglobin,C6orf103,"FLJ23121, dJ408K24.1, CAPN16",matched
ADGRA1,ADGRA1,adhesion G protein-coupled receptor A1,GPR123,KIAA1828,matched
ADGRA2,ADGRA2,adhesion G protein-coupled receptor A2,GPR124,"TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390",matched
ADGRA3,ADGRA3,adhesion G protein-coupled receptor A3,GPR125,"FLJ38547, PGR21",matched
ADGRB1,ADGRB1,adhesion G protein-coupled receptor B1,BAI1,,matched
ADGRB2,ADGRB2,adhesion G protein-coupled receptor B2,BAI2,,matched
ADGRB3,ADGRB3,adhesion G protein-coupled receptor B3,BAI3,KIAA0550,matched
ADGRD1,ADGRD1,adhesion G protein-coupled receptor D1,GPR133,"DKFZp434B1272, PGR25",matched
ADGRD2,ADGRD2,adhesion G protein-coupled receptor D2,GPR144,PGR24,matched
ADGRE1,ADGRE1,adhesion G protein-coupled receptor E1,"TM7LN3, EMR1",,matched
ADGRE2,ADGRE2,adhesion G protein-coupled receptor E2,EMR2,CD312,matched
ADGRE3,ADGRE3,adhesion G protein-coupled receptor E3,EMR3,,matched
ADGRE5,ADGRE5,adhesion G protein-coupled receptor E5,CD97,TM7LN1,matched
ADGRF1,ADGRF1,adhesion G protein-coupled receptor F1,GPR110,"hGPCR36, PGR19",matched
ADGRF3,ADGRF3,adhesion G protein-coupled receptor F3,GPR113,"hGPCR37, PGR23",matched
ADGRF4,ADGRF4,adhesion G protein-coupled receptor F4,GPR115,"FLJ38076, PGR18",matched
ADGRF5,ADGRF5,adhesion G protein-coupled receptor F5,GPR116,"DKFZp564O1923, KIAA0758",matched
ADGRG1,ADGRG1,adhesion G protein-coupled receptor G1,GPR56,"TM7LN4, TM7XN1",matched
ADGRG2,ADGRG2,adhesion G protein-coupled receptor G2,GPR64,"HE6, TM7LN2, EDDM6",matched
ADGRG3,ADGRG3,adhesion G protein-coupled receptor G3,GPR97,"Pb99, PGR26",matched
ADGRG4,ADGRG4,adhesion G protein-coupled receptor G4,GPR112,"RP1-299I16, PGR17",matched
ADGRG5,ADGRG5,adhesion G protein-coupled receptor G5,GPR114,PGR27,matched
ADGRG6,ADGRG6,adhesion G protein-coupled receptor G6,GPR126,FLJ14937,matched
ADGRG7,ADGRG7,adhesion G protein-coupled receptor G7,GPR128,FLJ14454,matched
ADGRL1,ADGRL1,adhesion G protein-coupled receptor L1,LPHN1,"KIAA0821, CIRL1, LEC2",matched
ADGRL2,ADGRL2,adhesion G protein-coupled receptor L2,"LPHH1, LPHN2","KIAA0786, LEC1, CIRL2",matched
ADGRL3,ADGRL3,adhesion G protein-coupled receptor L3,LPHN3,"KIAA0768, LEC3",matched
ADGRL4,ADGRL4,adhesion G protein-coupled receptor L4,ELTD1,ETL,matched
ADGRV1,ADGRV1,adhesion G protein-coupled receptor V1,"USH2C, MASS1, GPR98","DKFZp761P0710, KIAA0686, FEB4, VLGR1",matched
ADH1A,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",ADH1,,matched
ADH1B,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",ADH2,,matched
ADH1C,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",ADH3,,matched
ADH4,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide",,ADH-2,matched
ADH5,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",FDH,"ADH-3, ADHX, GSNOR",matched
ADH6,ADH6,alcohol dehydrogenase 6 (class V),,ADH-5,matched
ADH7,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",,ADH-4,matched
ADHFE1,ADHFE1,alcohol dehydrogenase iron containing 1,,FLJ32430,matched
ADI1,ADI1,acireductone dioxygenase 1,,"SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD",matched
ADIG,ADIG,adipogenin,,"MGC39724, SMAF1, RP5-1100H13.2",matched
ADIPOQ,ADIPOQ,"adiponectin, C1Q and collagen domain containing",ACDC,"ACRP30, apM1, GBP28, adiponectin",matched
ADIPOR1,ADIPOR1,adiponectin receptor 1,,"PAQR1, ACDCR1",matched
ADIPOR2,ADIPOR2,adiponectin receptor 2,,"PAQR2, ACDCR2",matched
ADIRF,ADIRF,adipogenesis regulatory factor,C10orf116,"APM2, AFRO",matched
ADISSP,ADISSP,adipose secreted signaling protein,C20orf27,FLJ20550,matched
ADK,ADK,adenosine kinase,,AK,matched
ADM,ADM,adrenomedullin,,AM,matched
ADM2,ADM2,adrenomedullin 2,,"AM2, FLJ21135",matched
ADM5,ADM5,adrenomedullin 5 (putative),C19orf76,AM5,matched
ADNP,ADNP,activity dependent neuroprotector homeobox,,"KIAA0784, ADNP1",matched
ADNP2,ADNP2,ADNP homeobox 2,ZNF508,KIAA0863,matched
ADO,ADO,2-aminoethanethiol dioxygenase,C10orf22,FLJ14547,matched
ADORA1,ADORA1,adenosine A1 receptor,,RDC7,matched
ADORA2A,ADORA2A,adenosine A2a receptor,ADORA2,RDC8,matched
ADORA2B,ADORA2B,adenosine A2b receptor,,,matched
ADORA3,ADORA3,adenosine A3 receptor,,"AD026, A3AR",matched
ADPGK,ADPGK,ADP dependent glucokinase,,"DKFZp434B195, ADP-GK",matched
ADPRH,ADPRH,ADP-ribosylarginine hydrolase,,ARH1,matched
ADPRHL1,ADPRHL1,ADP-ribosylhydrolase like 1,,ARH2,matched
ADPRM,ADPRM,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",C17orf48,MDS006,matched
ADPRS,ADPRS,ADP-ribosylserine hydrolase,ADPRHL2,"ARH3, FLJ20446",matched
ADRA1A,ADRA1A,adrenoceptor alpha 1A,ADRA1C,ADRA1L1,matched
ADRA1B,ADRA1B,adrenoceptor alpha 1B,,,matched
ADRA1D,ADRA1D,adrenoceptor alpha 1D,,"ADRA1R, ADRA1A, ADRA1",matched
ADRA2A,ADRA2A,adrenoceptor alpha 2A,"ADRA2, ADRA2R",ADRAR,matched
ADRA2B,ADRA2B,adrenoceptor alpha 2B,"ADRA2L1, ADRA2RL1",ADRARL1,matched
ADRA2C,ADRA2C,adrenoceptor alpha 2C,"ADRA2L2, ADRA2RL2",ADRARL2,matched
ADRB1,ADRB1,adrenoceptor beta 1,ADRB1R,,matched
ADRB2,ADRB2,adrenoceptor beta 2,ADRB2R,"ADRBR, BAR, B2AR, ARB2",matched
ADRB3,ADRB3,adrenoceptor beta 3,,,matched
ADRM1,ADRM1,ADRM1 26S proteasome ubiquitin receptor,,"GP110, Rpn13, ARM1, PSMD16",matched
ADSL,ADSL,adenylosuccinate lyase,,,matched
ADSS1,ADSS1,adenylosuccinate synthase 1,ADSSL1,FLJ38602,matched
ADSS2,ADSS2,adenylosuccinate synthase 2,ADSS,,matched
ADTRP,ADTRP,androgen dependent TFPI regulating protein,C6orf105,"dJ413H6.1, AIG1L",matched
AEBP1,AEBP1,AE binding protein 1,,ACLP,matched
AEBP2,AEBP2,AE binding protein 2,,MGC17922,matched
AEN,AEN,apoptosis enhancing nuclease,ISG20L1,"FLJ12484, FLJ12562",matched
AFAP1,AFAP1,actin filament associated protein 1,,"AFAP-110, AFAP",matched
AFAP1L1,AFAP1L1,actin filament associated protein 1 like 1,,FLJ36748,matched
AFAP1L2,AFAP1L2,actin filament associated protein 1 like 2,KIAA1914,"FLJ14564, Em:AC005383.4, XB130",matched
AFDN,AFDN,"afadin, adherens junction formation factor",MLLT4,"AF-6, AF6",matched
AFF1,AFF1,ALF transcription elongation factor 1,"PBM1, MLLT2","AF-4, AF4, FEL",matched
AFF2,AFF2,ALF transcription elongation factor 2,FMR2,FRAXE,matched
AFF3,AFF3,ALF transcription elongation factor 3,LAF4,MLLT2-like,matched
AFF4,AFF4,ALF transcription elongation factor 4,,"AF5Q31, MCEF",matched
AFG1L,AFG1L,AFG1 like ATPase,LACE1,AFG1,matched
AFG2A,AFG2A,AAA ATPase AFG2A,SPATA5,"SPAF, AFG2",matched
AFG2B,AFG2B,AAA ATPase AFG2B,SPATA5L1,"MGC5347, FLJ12286",matched
AFG3L2,AFG3L2,AFG3 like matrix AAA peptidase subunit 2,SCA28,SPAX5,matched
AFM,AFM,afamin,,"ALB2, ALBA",matched
AFMID,AFMID,arylformamidase,,"DKFZp686F03259, KF",matched
AFP,AFP,alpha fetoprotein,HPAFP,FETA,matched
AFTPH,AFTPH,aftiphilin,,"MGC33965, FLJ20080, FLJ23793, Nbla10388",matched
AGA,AGA,aspartylglucosaminidase,,ASRG,matched
AGAP1,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",CENTG2,"KIAA1099, GGAP1",matched
AGAP2,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",CENTG1,,matched
AGAP3,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",CENTG3,,matched
AGAP4,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","CTGLF1, AGAP8, CTGLF5","Em:AC012044.1, MRIP2",matched
AGAP5,AGAP5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5",CTGLF2,Em:AC073389.1,matched
AGAP6,AGAP6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6",CTGLF3,bA324H6.1,matched
AGAP9,AGAP9,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9",CTGLF6,"bA301J7.2, FLJ00312",matched
AGBL1,AGBL1,AGBL carboxypeptidase 1,,"FLJ32310, CCP4",matched
AGBL2,AGBL2,AGBL carboxypeptidase 2,,"FLJ23598, CCP2",matched
AGBL3,AGBL3,AGBL carboxypeptidase 3,,"MGC32955, CCP3",matched
AGBL4,AGBL4,AGBL carboxypeptidase 4,,"FLJ14442, CCP6",matched
AGBL5,AGBL5,AGBL carboxypeptidase 5,,"FLJ21839, CCP5",matched
AGER,AGER,advanced glycosylation end-product specific receptor,,"RAGE, SCARJ1, sRAGE",matched
AGFG1,AGFG1,ArfGAP with FG repeats 1,HRB,"RIP, RAB",matched
AGFG2,AGFG2,ArfGAP with FG repeats 2,HRBL,RABR,matched
AGGF1,AGGF1,angiogenic factor with G-patch and FHA domains 1,,"VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7",matched
AGK,AGK,acylglycerol kinase,MULK,FLJ10842,matched
AGL,AGL,"amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase",,GDE,matched
AGMAT,AGMAT,agmatinase (putative),,FLJ23384,matched
AGMO,AGMO,alkylglycerol monooxygenase,TMEM195,FLJ16237,matched
AGO1,AGO1,argonaute RISC component 1,EIF2C1,hAGO1,matched
AGO2,AGO2,argonaute RISC catalytic component 2,"EIF2C2, CASC7","hAGO2, Q10, LINC00980",matched
AGO3,AGO3,argonaute RISC catalytic component 3,EIF2C3,"hAGO3, FLJ12765",matched
AGO4,AGO4,argonaute RISC component 4,EIF2C4,"hAGO4, KIAA1567, FLJ20033",matched
AGPAT1,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,,"LPAAT-alpha, LPLAT1",matched
AGPAT2,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,BSCL,"LPAAT-beta, LPLAT2",matched
AGPAT3,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,,"LPAAT-gamma, LPAAT3, LPLAT3",matched
AGPAT4,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,,"LPAAT-delta, dJ473J16.2, LPAAT4, LPLAT4",matched
AGPAT5,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,,"FLJ11210, LPAAT-e, LPAAT-epsilon, LPLAT5",matched
AGPS,AGPS,alkylglycerone phosphate synthase,,"ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S",matched
AGR2,AGR2,"anterior gradient 2, protein disulphide isomerase family member",,"XAG-2, HAG-2, AG2, PDIA17",matched
AGR3,AGR3,"anterior gradient 3, protein disulphide isomerase family member",,"HAG3, hAG-3, BCMP11, PDIA18",matched
AGRN,AGRN,agrin,AGRIN,,matched
AGRP,AGRP,agouti related neuropeptide,,"Agrt, ART, ASIP2",matched
AGT,AGT,angiotensinogen,SERPINA8,,matched
AGTPBP1,AGTPBP1,ATP/GTP binding carboxypeptidase 1,,"KIAA1035, Nna1, CCP1",matched
AGTR1,AGTR1,angiotensin II receptor type 1,AGTR1B,"AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B, ATR1",matched
AGTR2,AGTR2,angiotensin II receptor type 2,,"AT2, MRX88",matched
AGTRAP,AGTRAP,angiotensin II receptor associated protein,,ATRAP,matched
AGXT,AGXT,alanine--glyoxylate aminotransferase,SPAT,"AGXT1, PH1, AGT, SPT, AGT1, TLH6, Ser-PyrAT",matched
AGXT2,AGXT2,alanine--glyoxylate aminotransferase 2,,AGT2,matched
AHCTF1,AHCTF1,AT-hook containing transcription factor 1,,ELYS,matched
AHCY,AHCY,adenosylhomocysteinase,,"SAHH, AdoHcyase",matched
AHCYL1,AHCYL1,adenosylhomocysteinase like 1,,"XPVKONA, IRBIT, PPP1R78",matched
AHCYL2,AHCYL2,adenosylhomocysteinase like 2,,"KIAA0828, long-IRBIT, IRBIT2, ADOHCYASE3",matched
AHDC1,AHDC1,AT-hook DNA binding motif containing 1,,"DJ159A19.3, RP1-159A19.1",matched
AHI1,AHI1,Abelson helper integration site 1,,"FLJ20069, ORF1, JBTS3",matched
AHNAK,AHNAK,AHNAK nucleoprotein,,"MGC5395, AHNAK1",matched
AHNAK2,AHNAK2,AHNAK nucleoprotein 2,C14orf78,,matched
AHR,AHR,aryl hydrocarbon receptor,,bHLHe76,matched
AHRR,AHRR,aryl hydrocarbon receptor repressor,"AHH, AHHR","KIAA1234, bHLHe77",matched
AHSA1,AHSA1,activator of HSP90 ATPase activity 1,C14orf3,"p38, Aha1, hAha1",matched
AHSG,AHSG,alpha 2-HS glycoprotein,,"FETUA, A2HS, HSGA",matched
AHSP,AHSP,alpha hemoglobin stabilizing protein,ERAF,EDRF,matched
AICDA,AICDA,activation induced cytidine deaminase,,"HIGM2, CDA2, ARP2, AID",matched
AIDA,AIDA,"axin interactor, dorsalization associated",C1orf80,FLJ12806,matched
AIF1,AIF1,allograft inflammatory factor 1,,"IRT-1, AIF-1, Em:AF129756.17, IBA1",matched
AIF1L,AIF1L,allograft inflammatory factor 1 like,C9orf58,"IBA2, FLJ12783",matched
AIFM1,AIFM1,apoptosis inducing factor mitochondria associated 1,"PDCD8, NAMSD, AUNX1","AIF, CMTX4, DFNX5",matched
AIFM2,AIFM2,AIF family member 2,AMID,"FLJ14497, PRG3, FSP1",matched
AIFM3,AIFM3,AIF family member 3,,"AIFL, FLJ30473",matched
AIG1,AIG1,androgen induced 1,,"dJ95L4.1, AIG-1, FLJ10485",matched
AIM2,AIM2,absent in melanoma 2,,PYHIN4,matched
AIMP1,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,SCYE1,"EMAPII, EMAP-2, p43",matched
AIMP2,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,,"p38, PRO0992, JTV-1, JTV1",matched
AIP,AIP,AHR interacting HSP90 co-chaperone,,"XAP2, ARA9, FKBP16, FKBP37",matched
AIPL1,AIPL1,AIP like 1 HSP90 co-chaperone,LCA4,,matched
AIRE,AIRE,autoimmune regulator,APECED,"PGA1, APS1",matched
AIRIM,AIRIM,AFG2 interacting ribosome maturation factor,C1orf109,FLJ20508,matched
AJAP1,AJAP1,adherens junctions associated protein 1,,"SHREW1, SHREW-1, MOT8",matched
AJM1,AJM1,apical junction component 1 homolog,C9orf172,ajm-1,matched
AJUBA,AJUBA,ajuba LIM protein,JUB,MGC15563,matched
AK1,AK1,adenylate kinase 1,,"ADK, Adk1",matched
AK2,AK2,adenylate kinase 2,,,matched
AK3,AK3,adenylate kinase 3,"AK6, AK3L1",AKL3L1,matched
AK4,AK4,adenylate kinase 4,"AK3, AK3L1",,matched
AK5,AK5,adenylate kinase 5,,,matched
AK6,AK3,adenylate kinase 3,"AK6, AK3L1",AKL3L1,matched
AK7,AK7,adenylate kinase 7,,"FLJ32864, FAP75, CFAP75",matched
AK8,AK8,adenylate kinase 8,C9orf98,FLJ32704,matched
AK9,AK9,adenylate kinase 9,"C6orf224, AKD2, C6orf199, AKD1","FLJ42177, FLJ25791, dJ70A9.1, MGC26954",matched
AKAIN1,AKAIN1,A-kinase anchor inhibitor 1,C18orf42,,matched
AKAP1,AKAP1,A-kinase anchoring protein 1,PRKA1,"AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17",matched
AKAP3,AKAP3,A-kinase anchoring protein 3,,"FSP95, SOB1, AKAP110, CT82",matched
AKAP4,AKAP4,A-kinase anchoring protein 4,,"p82, hAKAP82, AKAP82, Fsc1, HI, CT99",matched
AKAP5,AKAP5,A-kinase anchoring protein 5,,"AKAP75, AKAP79",matched
AKAP6,AKAP6,A-kinase anchoring protein 6,,"KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6",matched
AKAP7,AKAP7,A-kinase anchoring protein 7,,"AKAP18, AKAP15",matched
AKAP8,AKAP8,A-kinase anchoring protein 8,,"AKAP95, DKFZp586B1222",matched
AKAP8L,AKAP8L,A-kinase anchoring protein 8 like,,"NAKAP95, HAP95",matched
AKAP9,AKAP9,A-kinase anchoring protein 9,,"KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11",matched
AKAP10,AKAP10,A-kinase anchoring protein 10,,"D-AKAP2, PRKA10, MGC9414",matched
AKAP11,AKAP11,A-kinase anchoring protein 11,,"KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44",matched
AKAP12,AKAP12,A-kinase anchoring protein 12,,"AKAP250, SSeCKS",matched
AKAP13,AKAP13,A-kinase anchoring protein 13,LBC,"Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13",matched
AKAP14,AKAP14,A-kinase anchoring protein 14,,AKAP28,matched
AKAP17A,AKAP17A,A-kinase anchoring protein 17A,"CXYorf3, SFRS17A","XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133",matched
AKIP1,AKIP1,A-kinase interacting protein 1,C11orf17,BCA3,matched
AKIRIN1,AKIRIN1,akirin 1,C1orf108,FLJ12666,matched
AKIRIN2,AKIRIN2,akirin 2,C6orf166,"FLJ10342, dJ486L4.2",matched
AKNA,AKNA,AT-hook transcription factor,,KIAA1968,matched
AKNAD1,AKNAD1,AKNA domain containing 1,C1orf62,MGC26989,matched
AKR1A1,AKR1A1,aldo-keto reductase family 1 member A1,,"ALR, DD3",matched
AKR1B1,AKR1B1,aldo-keto reductase family 1 member B,ALDR1,AR,matched
AKR1B10,AKR1B10,aldo-keto reductase family 1 member B10,AKR1B11,"AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn",matched
AKR1B15,AKR1B15,aldo-keto reductase family 1 member B15,,,matched
AKR1C1,AKR1C1,aldo-keto reductase family 1 member C1,DDH1,"DDH, MBAB, DD1, HAKRC",matched
AKR1C2,AKR1C2,aldo-keto reductase family 1 member C2,"DDH2, TDD","DD, BABP, DD2, HAKRD, MCDR2",matched
AKR1C3,AKR1C3,aldo-keto reductase family 1 member C3,HSD17B5,"KIAA0119, DDX, HAKRB, PGFS",matched
AKR1C4,AKR1C4,aldo-keto reductase family 1 member C4,CHDR,"DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581",matched
AKR1C8,AKR1C8,aldo-keto reductase family 1 member C8,"AKR1CL1, AKR1C8P",,matched
AKR1D1,AKR1D1,aldo-keto reductase family 1 member D1,SRD5B1,,matched
AKR1E2,AKR1E2,aldo-keto reductase family 1 member E2,"AKRDC1, AKR1CL2","MGC10612, HTSP1, htAKR",matched
AKR7A2,AKR7A2,aldo-keto reductase family 7 member A2,,AFAR,matched
AKR7A3,AKR7A3,aldo-keto reductase family 7 member A3,,,matched
AKR7L,AKR7L,aldo-keto reductase family 7 like (gene/pseudogene),,AFAR3,matched
AKT1,AKT1,AKT serine/threonine kinase 1,,"RAC, PKB, PRKBA, AKT, RAC-alpha",matched
AKT1S1,AKT1S1,AKT1 substrate 1,,"PRAS40, MGC2865, Lobe",matched
AKT2,AKT2,AKT serine/threonine kinase 2,,PKBβ,matched
AKT3,AKT3,AKT serine/threonine kinase 3,,"PKBG, RAC-gamma, PRKBG",matched
AKTIP,AKTIP,AKT interacting protein,FTS,FLJ13258,matched
ALAD,ALAD,aminolevulinate dehydratase,,"ALADH, PBGS",matched
ALAS1,ALAS1,5'-aminolevulinate synthase 1,"ALAS3, ALAS",ALAS-H,matched
ALAS2,ALAS2,5'-aminolevulinate synthase 2,ASB,ALAS-E,matched
ALB,ALB,albumin,,,matched
ALCAM,ALCAM,activated leukocyte cell adhesion molecule,,"CD166, MEMD",matched
ALDH1A1,ALDH1A1,aldehyde dehydrogenase 1 family member A1,"PUMB1, ALDH1",RALDH1,matched
ALDH1A2,ALDH1A2,aldehyde dehydrogenase 1 family member A2,,RALDH2,matched
ALDH1A3,ALDH1A3,aldehyde dehydrogenase 1 family member A3,ALDH6,RALDH3,matched
ALDH1B1,ALDH1B1,aldehyde dehydrogenase 1 family member B1,ALDH5,ALDHX,matched
ALDH1L1,ALDH1L1,aldehyde dehydrogenase 1 family member L1,FTHFD,"10-fTHF, FDH",matched
ALDH1L2,ALDH1L2,aldehyde dehydrogenase 1 family member L2,,"FLJ38508, mtFDH",matched
ALDH2,ALDH2,aldehyde dehydrogenase 2 family member,,,matched
ALDH3A1,ALDH3A1,aldehyde dehydrogenase 3 family member A1,ALDH3,,matched
ALDH3A2,ALDH3A2,aldehyde dehydrogenase 3 family member A2,"SLS, ALDH10",FALDH,matched
ALDH3B1,ALDH3B1,aldehyde dehydrogenase 3 family member B1,ALDH7,,matched
ALDH3B2,ALDH3B2,aldehyde dehydrogenase 3 family member B2,ALDH8,,matched
ALDH4A1,ALDH4A1,aldehyde dehydrogenase 4 family member A1,ALDH4,P5CDh,matched
ALDH5A1,ALDH5A1,aldehyde dehydrogenase 5 family member A1,,"SSADH, SSDH",matched
ALDH6A1,ALDH6A1,aldehyde dehydrogenase 6 family member A1,MMSDH,,matched
ALDH7A1,ALDH7A1,aldehyde dehydrogenase 7 family member A1,ATQ1,"EPD, PDE",matched
ALDH8A1,ALDH8A1,aldehyde dehydrogenase 8 family member A1,,ALDH12,matched
ALDH9A1,ALDH9A1,aldehyde dehydrogenase 9 family member A1,"ALDH7, ALDH4, ALDH9",E3,matched
ALDH16A1,ALDH16A1,aldehyde dehydrogenase 16 family member A1,,MGC10204,matched
ALDH18A1,ALDH18A1,aldehyde dehydrogenase 18 family member A1,"GSAS, PYCS, SPG9",P5CS,matched
ALDOA,ALDOA,"aldolase, fructose-bisphosphate A",,,matched
ALDOB,ALDOB,"aldolase, fructose-bisphosphate B",,,matched
ALDOC,ALDOC,"aldolase, fructose-bisphosphate C",,,matched
ALG1,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,,"HMT-1, HMAT1, CDG1K, Mat-1",matched
ALG1L2,ALG1L2,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2,,,matched
ALG2,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase",,"CDGIi, FLJ14511, hALPG2, NET38, CDG1I",matched
ALG3,ALG3,"ALG3 alpha-1,3- mannosyltransferase",,"NOT56L, Not56, CDGS4, D16Ertd36e",matched
ALG5,ALG5,ALG5 dolichyl-phosphate beta-glucosyltransferase,,bA421P11.2,matched
ALG6,ALG6,"ALG6 alpha-1,3-glucosyltransferase",,,matched
ALG8,ALG8,"ALG8 alpha-1,3-glucosyltransferase",,MGC2840,matched
ALG9,ALG9,"ALG9 alpha-1,2-mannosyltransferase",DIBD1,,matched
ALG10,ALG10,"ALG10 alpha-1,2-glucosyltransferase",,"FLJ14751, DIE2, ALG10A",matched
ALG10B,ALG10B,"ALG10 alpha-1,2-glucosyltransferase B",,KCR1,matched
ALG11,ALG11,"ALG11 alpha-1,2-mannosyltransferase",,"KIAA0266, CDG1P",matched
ALG12,ALG12,"ALG12 alpha-1,6-mannosyltransferase",,"ECM39, CDG1G",matched
ALG13,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit,"GLT28D1, CXorf45","MDS031, YGL047W, FLJ23018, TDRD13, CDG1S",matched
ALG14,ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit,,MGC19780,matched
ALK,ALK,ALK receptor tyrosine kinase,,"CD246, ALK1",matched
ALKAL1,ALKAL1,ALK and LTK ligand 1,FAM150A,"UNQ9433, AUGB",matched
ALKAL2,ALKAL2,ALK and LTK ligand 2,FAM150B,AUGA,matched
ALKBH1,ALKBH1,"alkB homolog 1, histone H2A dioxygenase",ALKBH,"hABH, alkB, ABH",matched
ALKBH2,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase",,"MGC90512, ABH2",matched
ALKBH3,ALKBH3,"alkB homolog 3, alpha-ketoglutarate dependent dioxygenase",,DEPC-1,matched
ALKBH4,ALKBH4,"alkB homolog 4, lysine demethylase",,FLJ20013,matched
ALKBH5,ALKBH5,"alkB homolog 5, RNA demethylase",OFOXD1,FLJ20308,matched
ALKBH6,ALKBH6,alkB homolog 6,,MGC15677,matched
ALKBH7,ALKBH7,alkB homolog 7,SPATA11,MGC10974,matched
ALKBH8,ALKBH8,"alkB homolog 8, tRNA methyltransferase",,"MGC10235, TRM9, TRMT9A",matched
